strainID	sample	scaffold	mean	trimmed_mean	covered_fraction	covered_bases	variance	length	read_count	reads_per_base	bamname	FILTER
HAMBI_1279	SH-MET-131	HAMBI_1279_chrm01_circ	0.032775693	0	0.020497112	96925	0.15867193	4728715	1642	3.4724022e-4	HAMBI_1279-SH-MET-131	TRUE
HAMBI_1279	SH-MET-131	HAMBI_1279_plas01_circ	0.01662192	0	0.014896709	2327	0.01976754	156209	28	1.7924703e-4	HAMBI_1279-SH-MET-131	TRUE
HAMBI_1279	SH-MET-132	HAMBI_1279_chrm01_circ	0.01234476	0	0.0053323153	25215	0.0661153	4728715	674	1.4253343e-4	HAMBI_1279-SH-MET-132	TRUE
HAMBI_1279	SH-MET-132	HAMBI_1279_plas01_circ	0.0043829577	0	0.00403946	631	0.00504301	156209	8	5.121344e-5	HAMBI_1279-SH-MET-132	TRUE
HAMBI_1279	SH-MET-133	HAMBI_1279_chrm01_circ	0.010180467	0	0.0027149024	12838	0.063464284	4728715	546	1.1546477e-4	HAMBI_1279-SH-MET-133	TRUE
HAMBI_1279	SH-MET-133	HAMBI_1279_plas01_circ	0.0012815666	0	0.001280336	200	0.0012799323	156209	2	1.280336e-5	HAMBI_1279-SH-MET-133	TRUE
HAMBI_1279	SH-MET-134	HAMBI_1279_chrm01_circ	0.012079563	0	0.0025087153	11863	0.09780116	4728715	632	1.3365153e-4	HAMBI_1279-SH-MET-134	TRUE
HAMBI_1279	SH-MET-134	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-134	TRUE
HAMBI_1279	SH-MET-135	HAMBI_1279_chrm01_circ	0.010242854	0	0.0025956312	12274	0.0638773	4728715	567	1.1990572e-4	HAMBI_1279-SH-MET-135	TRUE
HAMBI_1279	SH-MET-135	HAMBI_1279_plas01_circ	2.6912897e-4	0	1.3443528e-4	21	5.3818896e-4	156209	2	1.280336e-5	HAMBI_1279-SH-MET-135	TRUE
HAMBI_1279	SH-MET-136	HAMBI_1279_chrm01_circ	0.014242799	0	0.0026903716	12722	0.12469341	4728715	775	1.638923e-4	HAMBI_1279-SH-MET-136	TRUE
HAMBI_1279	SH-MET-136	HAMBI_1279_plas01_circ	4.1010132e-4	0	2.0485376e-4	32	8.200397e-4	156209	2	1.280336e-5	HAMBI_1279-SH-MET-136	TRUE
HAMBI_1279	SH-MET-137	HAMBI_1279_chrm01_circ	0.012420893	0	0.0024873565	11762	0.09887515	4728715	670	1.4168755e-4	HAMBI_1279-SH-MET-137	TRUE
HAMBI_1279	SH-MET-137	HAMBI_1279_plas01_circ	8.330183e-4	0	4.161092e-4	65	0.0016653532	156209	4	2.560672e-5	HAMBI_1279-SH-MET-137	TRUE
HAMBI_1279	SH-MET-138	HAMBI_1279_chrm01_circ	0.015864644	0	0.0029284912	13848	0.14466736	4728715	909	1.9222981e-4	HAMBI_1279-SH-MET-138	TRUE
HAMBI_1279	SH-MET-138	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-138	TRUE
HAMBI_1279	SH-MET-139	HAMBI_1279_chrm01_circ	0.010208382	0	0.0028352311	13407	0.056723822	4728715	564	1.192713e-4	HAMBI_1279-SH-MET-139	TRUE
HAMBI_1279	SH-MET-139	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-139	TRUE
HAMBI_1279	SH-MET-140	HAMBI_1279_chrm01_circ	0.007015659	0	0.0021303885	10074	0.03495591	4728715	350	7.401588e-5	HAMBI_1279-SH-MET-140	TRUE
HAMBI_1279	SH-MET-140	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-140	TRUE
HAMBI_1279	SH-MET-141	HAMBI_1279_chrm01_circ	0.0086389845	0	0.002329174	11014	0.054738626	4728715	451	9.537475e-5	HAMBI_1279-SH-MET-141	TRUE
HAMBI_1279	SH-MET-141	HAMBI_1279_plas01_circ	0.0012815666	0	0.001280336	200	0.0012799323	156209	2	1.280336e-5	HAMBI_1279-SH-MET-141	TRUE
HAMBI_1279	SH-MET-142	HAMBI_1279_chrm01_circ	0.013689777	0	0.002958732	13991	0.1171922	4728715	759	1.6050872e-4	HAMBI_1279-SH-MET-142	TRUE
HAMBI_1279	SH-MET-142	HAMBI_1279_plas01_circ	5.638893e-4	0	2.816739e-4	44	0.0011274677999999999	156209	2	1.280336e-5	HAMBI_1279-SH-MET-142	TRUE
HAMBI_1279	SH-MET-143	HAMBI_1279_chrm01_circ	0.013000138	0	0.0026241802	12409	0.10883914	4728715	691	1.461285e-4	HAMBI_1279-SH-MET-143	TRUE
HAMBI_1279	SH-MET-143	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-143	TRUE
HAMBI_1279	SH-MET-144	HAMBI_1279_chrm01_circ	0.010651646	0	0.0026742995	12646	0.07362838	4728715	587	1.241352e-4	HAMBI_1279-SH-MET-144	TRUE
HAMBI_1279	SH-MET-144	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-144	TRUE
HAMBI_1279	SH-MET-145	HAMBI_1279_chrm01_circ	0.014697693	0	0.0028498229	13476	0.1201996	4728715	806	1.70448e-4	HAMBI_1279-SH-MET-145	TRUE
HAMBI_1279	SH-MET-145	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-145	TRUE
HAMBI_1279	SH-MET-146	HAMBI_1279_chrm01_circ	0.011157719	0	0.0028155642	13314	0.075470544	4728715	596	1.2603847e-4	HAMBI_1279-SH-MET-146	TRUE
HAMBI_1279	SH-MET-146	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-146	TRUE
HAMBI_1279	SH-MET-147	HAMBI_1279_chrm01_circ	0.0067136646	0	0.0022754597	10760	0.02970138	4728715	342	7.232409e-5	HAMBI_1279-SH-MET-147	TRUE
HAMBI_1279	SH-MET-147	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-147	TRUE
HAMBI_1279	SH-MET-148	HAMBI_1279_chrm01_circ	0.01208337	0	0.0026787403	12667	0.08521754	4728715	658	1.3914985e-4	HAMBI_1279-SH-MET-148	TRUE
HAMBI_1279	SH-MET-148	HAMBI_1279_plas01_circ	9.868062e-4	0	4.9292936e-4	77	0.0019726513	156209	4	2.560672e-5	HAMBI_1279-SH-MET-148	TRUE
HAMBI_1279	SH-MET-149	HAMBI_1279_chrm01_circ	0.010961888	0	0.0024097455	11395	0.08514928	4728715	538	1.1377298e-4	HAMBI_1279-SH-MET-149	TRUE
HAMBI_1279	SH-MET-149	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-149	TRUE
HAMBI_1279	SH-MET-150	HAMBI_1279_chrm01_circ	0.008583788	0	0.0024302586	11492	0.046720017	4728715	476	1.0066159e-4	HAMBI_1279-SH-MET-150	TRUE
HAMBI_1279	SH-MET-150	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-150	TRUE
HAMBI_1279	SH-MET-151	HAMBI_1279_chrm01_circ	0.005681639	0	0.0020411464	9652	0.027109575	4728715	306	6.471103e-5	HAMBI_1279-SH-MET-151	TRUE
HAMBI_1279	SH-MET-151	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-151	TRUE
HAMBI_1279	SH-MET-152	HAMBI_1279_chrm01_circ	0.006136957	0	0.0021849487	10332	0.027448695	4728715	315	6.6614295e-5	HAMBI_1279-SH-MET-152	TRUE
HAMBI_1279	SH-MET-152	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-152	TRUE
HAMBI_1279	SH-MET-153	HAMBI_1279_chrm01_circ	0.0067874715	0	0.0023968457	11334	0.032964587	4728715	340	7.190114e-5	HAMBI_1279-SH-MET-153	TRUE
HAMBI_1279	SH-MET-153	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-153	TRUE
HAMBI_1279	SH-MET-154	HAMBI_1279_chrm01_circ	0.014905368	0	0.0029777645	14081	0.12746839	4728715	834	1.7636927e-4	HAMBI_1279-SH-MET-154	TRUE
HAMBI_1279	SH-MET-154	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-154	TRUE
HAMBI_1279	SH-MET-155	HAMBI_1279_chrm01_circ	0.0083940895	0	0.002341228	11071	0.053229444	4728715	432	9.135674e-5	HAMBI_1279-SH-MET-155	TRUE
HAMBI_1279	SH-MET-155	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-155	TRUE
HAMBI_1279	SH-MET-156	HAMBI_1279_chrm01_circ	0.0111175375	0	0.0025757526	12180	0.08219399	4728715	579	1.2244341e-4	HAMBI_1279-SH-MET-156	TRUE
HAMBI_1279	SH-MET-156	HAMBI_1279_plas01_circ	0	0	0	0	0	156209	0	0	HAMBI_1279-SH-MET-156	TRUE
HAMBI_1287	SH-MET-121	HAMBI_1287_chrm01_circ	389.4316	388.32693	1	4579071	3220.0364	4579071	17937026	3.9171758	HAMBI_1287-SH-MET-121	FALSE
HAMBI_1287	SH-MET-121	HAMBI_1287_plas01_circ	451.29794	449.43994	1	119117	4624.023	119117	541912	4.5494094	HAMBI_1287-SH-MET-121	FALSE
HAMBI_1287	SH-MET-121	HAMBI_1287_plas02_circ	252.76122	251.65001	1	33992	2153.9941	33992	86357	2.5405095	HAMBI_1287-SH-MET-121	FALSE
HAMBI_1287	SH-MET-122	HAMBI_1287_chrm01_circ	319.07944	318.12097	1	4579071	2305.15	4579071	14665189	3.202656	HAMBI_1287-SH-MET-122	FALSE
HAMBI_1287	SH-MET-122	HAMBI_1287_plas01_circ	374.37756	372.5827	1	119117	3506.6443	119117	448358	3.7640135	HAMBI_1287-SH-MET-122	FALSE
HAMBI_1287	SH-MET-122	HAMBI_1287_plas02_circ	165.57828	164.63487	1	33992	1044.2141	33992	56474	1.6613909	HAMBI_1287-SH-MET-122	FALSE
HAMBI_1287	SH-MET-123	HAMBI_1287_chrm01_circ	237.2175	236.52379	1	4579071	1268.6389	4579071	10905054	2.3814993	HAMBI_1287-SH-MET-123	FALSE
HAMBI_1287	SH-MET-123	HAMBI_1287_plas01_circ	284.7583	283.64432	1	119117	1935.8529	119117	341031	2.8629918	HAMBI_1287-SH-MET-123	FALSE
HAMBI_1287	SH-MET-123	HAMBI_1287_plas02_circ	127.498344	126.66971	1	33992	651.03937	33992	43504	1.2798306	HAMBI_1287-SH-MET-123	FALSE
HAMBI_1287	SH-MET-124	HAMBI_1287_chrm01_circ	323.51978	322.49405	1	4579071	2396.8933	4579071	14940607	3.262803	HAMBI_1287-SH-MET-124	FALSE
HAMBI_1287	SH-MET-124	HAMBI_1287_plas01_circ	444.2524	442.38452	1	119117	4742.6255	119117	534507	4.4872437	HAMBI_1287-SH-MET-124	FALSE
HAMBI_1287	SH-MET-124	HAMBI_1287_plas02_circ	254.53806	253.28781	1	33992	2316.915	33992	87132	2.563309	HAMBI_1287-SH-MET-124	FALSE
HAMBI_1287	SH-MET-125	HAMBI_1287_chrm01_circ	199.30678	198.0961	1	4579071	1118.7079	4579071	9137507	1.9954937	HAMBI_1287-SH-MET-125	FALSE
HAMBI_1287	SH-MET-125	HAMBI_1287_plas01_circ	249.10397	247.36053	1	119117	1979.5542	119117	297365	2.496411	HAMBI_1287-SH-MET-125	FALSE
HAMBI_1287	SH-MET-125	HAMBI_1287_plas02_circ	125.26387	124.175095	1	33992	704.3863	33992	42654	1.2548246	HAMBI_1287-SH-MET-125	FALSE
HAMBI_1287	SH-MET-126	HAMBI_1287_chrm01_circ	334.01257	332.99905	1	4579071	2521.2263	4579071	15362012	3.3548317	HAMBI_1287-SH-MET-126	FALSE
HAMBI_1287	SH-MET-126	HAMBI_1287_plas01_circ	397.76486	396.09912	1	119117	3680.5632	119117	476924	4.003828	HAMBI_1287-SH-MET-126	FALSE
HAMBI_1287	SH-MET-126	HAMBI_1287_plas02_circ	176.59355	175.79916	1	33992	1170.8098	33992	60309	1.7742115	HAMBI_1287-SH-MET-126	FALSE
HAMBI_1287	SH-MET-127	HAMBI_1287_chrm01_circ	218.08769	217.26718	1	4579071	1179.9083	4579071	10004489	2.1848295	HAMBI_1287-SH-MET-127	FALSE
HAMBI_1287	SH-MET-127	HAMBI_1287_plas01_circ	232.62434	231.68242	1	119117	1333.8248	119117	277902	2.333017	HAMBI_1287-SH-MET-127	FALSE
HAMBI_1287	SH-MET-127	HAMBI_1287_plas02_circ	113.34794	112.68034	1	33992	506.53113	33992	38613	1.1359438	HAMBI_1287-SH-MET-127	FALSE
HAMBI_1287	SH-MET-128	HAMBI_1287_chrm01_circ	209.87392	209.21582	1	4579071	1133.2638	4579071	9635151	2.1041715	HAMBI_1287-SH-MET-128	FALSE
HAMBI_1287	SH-MET-128	HAMBI_1287_plas01_circ	221.85858	220.77948	1	119117	1332.0033	119117	265472	2.2286658	HAMBI_1287-SH-MET-128	FALSE
HAMBI_1287	SH-MET-128	HAMBI_1287_plas02_circ	123.48038	122.80084	1	33992	629.3549	33992	42104	1.2386444	HAMBI_1287-SH-MET-128	FALSE
HAMBI_1287	SH-MET-129	HAMBI_1287_chrm01_circ	200.53113	199.94774	1	4579071	1022.64923	4579071	9249322	2.0199122	HAMBI_1287-SH-MET-129	FALSE
HAMBI_1287	SH-MET-129	HAMBI_1287_plas01_circ	218.64244	217.68465	1	119117	1146.9377	119117	262899	2.2070653	HAMBI_1287-SH-MET-129	FALSE
HAMBI_1287	SH-MET-129	HAMBI_1287_plas02_circ	78.77726	78.40971	1	33992	270.74707	33992	26966	0.7933043	HAMBI_1287-SH-MET-129	FALSE
HAMBI_1287	SH-MET-130	HAMBI_1287_chrm01_circ	181.92375	180.972	0.99999976	4579070	976.46985	4579071	8367571	1.8273512	HAMBI_1287-SH-MET-130	FALSE
HAMBI_1287	SH-MET-130	HAMBI_1287_plas01_circ	181.83493000000001	180.78874	1	119117	951.159	119117	218219	1.8319719	HAMBI_1287-SH-MET-130	FALSE
HAMBI_1287	SH-MET-130	HAMBI_1287_plas02_circ	128.46147	127.598495	1	33992	700.94574	33992	43858	1.2902448	HAMBI_1287-SH-MET-130	FALSE
HAMBI_1287	SH-MET-131	HAMBI_1287_chrm01_circ	283.15173	282.3442	1	4579071	1807.0519	4579071	13000255	2.8390596	HAMBI_1287-SH-MET-131	FALSE
HAMBI_1287	SH-MET-131	HAMBI_1287_plas01_circ	321.55695	320.0696	1	119117	2520.369	119117	385197	3.2337701	HAMBI_1287-SH-MET-131	FALSE
HAMBI_1287	SH-MET-131	HAMBI_1287_plas02_circ	215.62656	214.24358	1	33992	1671.0656	33992	73513	2.1626558	HAMBI_1287-SH-MET-131	FALSE
HAMBI_1287	SH-MET-132	HAMBI_1287_chrm01_circ	181.93521	181.32034	0.9999996	4579069	927.8966	4579071	8362781	1.8263052	HAMBI_1287-SH-MET-132	FALSE
HAMBI_1287	SH-MET-132	HAMBI_1287_plas01_circ	202.42131	201.4183	1	119117	1100.3916	119117	242810	2.038416	HAMBI_1287-SH-MET-132	FALSE
HAMBI_1287	SH-MET-132	HAMBI_1287_plas02_circ	136.01978	135.1355	1	33992	815.5891	33992	46386	1.3646152	HAMBI_1287-SH-MET-132	FALSE
HAMBI_1287	SH-MET-133	HAMBI_1287_chrm01_circ	191.06984	190.48288	1	4579071	909.7125	4579071	8775322	1.9163979	HAMBI_1287-SH-MET-133	FALSE
HAMBI_1287	SH-MET-133	HAMBI_1287_plas01_circ	216.64008	215.63846	1	119117	1221.7207	119117	259398	2.177674	HAMBI_1287-SH-MET-133	FALSE
HAMBI_1287	SH-MET-133	HAMBI_1287_plas02_circ	161.11494	160.17506	1	33992	974.16504	33992	54905	1.615233	HAMBI_1287-SH-MET-133	FALSE
HAMBI_1287	SH-MET-134	HAMBI_1287_chrm01_circ	238.61533	237.865	1	4579071	1469.6552	4579071	10953720	2.392127	HAMBI_1287-SH-MET-134	FALSE
HAMBI_1287	SH-MET-134	HAMBI_1287_plas01_circ	269.19745	267.67682	1	119117	1946.8339	119117	321968	2.702956	HAMBI_1287-SH-MET-134	FALSE
HAMBI_1287	SH-MET-134	HAMBI_1287_plas02_circ	202.03111	200.75352	1	33992	1586.0609	33992	68854	2.0255942	HAMBI_1287-SH-MET-134	FALSE
HAMBI_1287	SH-MET-135	HAMBI_1287_chrm01_circ	190.6822	190.09285	1	4579071	939.1248	4579071	8760355	1.9131293	HAMBI_1287-SH-MET-135	FALSE
HAMBI_1287	SH-MET-135	HAMBI_1287_plas01_circ	219.60709	218.60672	1	119117	1291.3403	119117	263036	2.2082155	HAMBI_1287-SH-MET-135	FALSE
HAMBI_1287	SH-MET-135	HAMBI_1287_plas02_circ	153.39326	152.47281	1	33992	1025.6727	33992	52342	1.539833	HAMBI_1287-SH-MET-135	FALSE
HAMBI_1287	SH-MET-136	HAMBI_1287_chrm01_circ	283.809	282.9336	1	4579071	1960.6542	4579071	13043873	2.848585	HAMBI_1287-SH-MET-136	FALSE
HAMBI_1287	SH-MET-136	HAMBI_1287_plas01_circ	357.40335	355.48734	1	119117	3140.4338	119117	427717	3.5907302	HAMBI_1287-SH-MET-136	FALSE
HAMBI_1287	SH-MET-136	HAMBI_1287_plas02_circ	203.61536	202.40245	1	33992	1501.7316	33992	69456	2.0433042	HAMBI_1287-SH-MET-136	FALSE
HAMBI_1287	SH-MET-137	HAMBI_1287_chrm01_circ	305.49918	304.56644	1	4579071	2255.8574	4579071	14022422	3.0622854	HAMBI_1287-SH-MET-137	FALSE
HAMBI_1287	SH-MET-137	HAMBI_1287_plas01_circ	396.00937	394.37036	1	119117	3801.4385	119117	473126	3.9719436	HAMBI_1287-SH-MET-137	FALSE
HAMBI_1287	SH-MET-137	HAMBI_1287_plas02_circ	204.86758	203.50919	1	33992	1742.1726	33992	69761	2.052277	HAMBI_1287-SH-MET-137	FALSE
HAMBI_1287	SH-MET-138	HAMBI_1287_chrm01_circ	291.54376	290.7107	1	4579071	2044.4326	4579071	13413745	2.9293594	HAMBI_1287-SH-MET-138	FALSE
HAMBI_1287	SH-MET-138	HAMBI_1287_plas01_circ	373.57437	371.94754	1	119117	3314.413	119117	447900	3.7601686	HAMBI_1287-SH-MET-138	FALSE
HAMBI_1287	SH-MET-138	HAMBI_1287_plas02_circ	199.014	197.95226	1	33992	1491.328	33992	67912	1.9978819	HAMBI_1287-SH-MET-138	FALSE
HAMBI_1287	SH-MET-139	HAMBI_1287_chrm01_circ	167.0179	166.49557	1	4579071	741.5562	4579071	7678558	1.6768812	HAMBI_1287-SH-MET-139	FALSE
HAMBI_1287	SH-MET-139	HAMBI_1287_plas01_circ	189.04701	188.26259	1	119117	865.3487	119117	226520	1.9016597	HAMBI_1287-SH-MET-139	FALSE
HAMBI_1287	SH-MET-139	HAMBI_1287_plas02_circ	74.11453	73.95088	1	33992	224.81155	33992	25293	0.74408686	HAMBI_1287-SH-MET-139	FALSE
HAMBI_1287	SH-MET-140	HAMBI_1287_chrm01_circ	176.53926	175.0476	1	4579071	1236.0314	4579071	8095713	1.7679815	HAMBI_1287-SH-MET-140	FALSE
HAMBI_1287	SH-MET-140	HAMBI_1287_plas01_circ	192.39523	190.69054	1	119117	1380.3667	119117	229880	1.9298673	HAMBI_1287-SH-MET-140	FALSE
HAMBI_1287	SH-MET-140	HAMBI_1287_plas02_circ	103.29818	102.51642	1	33992	480.6976	33992	35170	1.0346552	HAMBI_1287-SH-MET-140	FALSE
HAMBI_1287	SH-MET-141	HAMBI_1287_chrm01_circ	178.66687	177.90852	1	4579071	969.149	4579071	8196014	1.7898858	HAMBI_1287-SH-MET-141	FALSE
HAMBI_1287	SH-MET-141	HAMBI_1287_plas01_circ	227.29305	226.12592	1	119117	1590.7029	119117	271739	2.2812781	HAMBI_1287-SH-MET-141	FALSE
HAMBI_1287	SH-MET-141	HAMBI_1287_plas02_circ	111.49267	110.93279	1	33992	544.85034	33992	38006	1.1180866	HAMBI_1287-SH-MET-141	FALSE
HAMBI_1287	SH-MET-142	HAMBI_1287_chrm01_circ	224.6369	223.92938	1	4579071	1344.5205	4579071	10333267	2.2566295	HAMBI_1287-SH-MET-142	FALSE
HAMBI_1287	SH-MET-142	HAMBI_1287_plas01_circ	262.88504	261.89523	1	119117	1682.7278	119117	315683	2.6501927	HAMBI_1287-SH-MET-142	FALSE
HAMBI_1287	SH-MET-142	HAMBI_1287_plas02_circ	58.18069	57.879276	1	33992	170.88326	33992	19889	0.5851083	HAMBI_1287-SH-MET-142	FALSE
HAMBI_1287	SH-MET-143	HAMBI_1287_chrm01_circ	302.62558	301.72375	1	4579071	2179.686	4579071	13890758	3.033532	HAMBI_1287-SH-MET-143	FALSE
HAMBI_1287	SH-MET-143	HAMBI_1287_plas01_circ	325.82803	324.34982	1	119117	2532.286	119117	389880	3.2730844	HAMBI_1287-SH-MET-143	FALSE
HAMBI_1287	SH-MET-143	HAMBI_1287_plas02_circ	241.85909	240.71072	1	33992	2010.1647	33992	82444	2.4253943	HAMBI_1287-SH-MET-143	FALSE
HAMBI_1287	SH-MET-144	HAMBI_1287_chrm01_circ	182.4581	181.84785	1	4579071	997.25525	4579071	8388283	1.8318744	HAMBI_1287-SH-MET-144	FALSE
HAMBI_1287	SH-MET-144	HAMBI_1287_plas01_circ	198.10861	197.32895	1	119117	1069.3723	119117	237626	1.9948958	HAMBI_1287-SH-MET-144	FALSE
HAMBI_1287	SH-MET-144	HAMBI_1287_plas02_circ	96.88346	96.33095	1	33992	362.885	33992	33070	0.97287595	HAMBI_1287-SH-MET-144	FALSE
HAMBI_1287	SH-MET-145	HAMBI_1287_chrm01_circ	242.37712	241.54222	1	4579071	1619.0852	4579071	11146936	2.4343226	HAMBI_1287-SH-MET-145	FALSE
HAMBI_1287	SH-MET-145	HAMBI_1287_plas01_circ	292.63986	291.28293	1	119117	2409.8293	119117	350851	2.9454317	HAMBI_1287-SH-MET-145	FALSE
HAMBI_1287	SH-MET-145	HAMBI_1287_plas02_circ	220.00987	218.6636	1	33992	1997.7831	33992	75144	2.2106378	HAMBI_1287-SH-MET-145	FALSE
HAMBI_1287	SH-MET-146	HAMBI_1287_chrm01_circ	246.48727	245.72302	1	4579071	1518.5432	4579071	11313950	2.4707959	HAMBI_1287-SH-MET-146	FALSE
HAMBI_1287	SH-MET-146	HAMBI_1287_plas01_circ	325.1786	323.8313	1	119117	2611.789	119117	388552	3.2619357	HAMBI_1287-SH-MET-146	FALSE
HAMBI_1287	SH-MET-146	HAMBI_1287_plas02_circ	228.91689	227.4456	1	33992	1941.7299	33992	77965	2.293628	HAMBI_1287-SH-MET-146	FALSE
HAMBI_1287	SH-MET-147	HAMBI_1287_chrm01_circ	138.12895	137.70169	1	4579071	500.32724	4579071	6338042	1.3841327	HAMBI_1287-SH-MET-147	FALSE
HAMBI_1287	SH-MET-147	HAMBI_1287_plas01_circ	176.27328	175.61058	1	119117	777.3381	119117	210629	1.7682531	HAMBI_1287-SH-MET-147	FALSE
HAMBI_1287	SH-MET-147	HAMBI_1287_plas02_circ	100.76204	100.17365	1	33992	391.32532	33992	34316	1.0095316	HAMBI_1287-SH-MET-147	FALSE
HAMBI_1287	SH-MET-148	HAMBI_1287_chrm01_circ	250.12053	249.46513	1	4579071	1571.8324	4579071	11485150	2.5081835	HAMBI_1287-SH-MET-148	FALSE
HAMBI_1287	SH-MET-148	HAMBI_1287_plas01_circ	398.23856	396.7591	1	119117	3687.2039	119117	475803	3.9944172	HAMBI_1287-SH-MET-148	FALSE
HAMBI_1287	SH-MET-148	HAMBI_1287_plas02_circ	202.68085	201.33804	1	33992	1466.7169	33992	69041	2.0310955	HAMBI_1287-SH-MET-148	FALSE
HAMBI_1287	SH-MET-149	HAMBI_1287_chrm01_circ	220.51685	218.56729	1	4579071	1638.4573	4579071	10108819	2.2076135	HAMBI_1287-SH-MET-149	FALSE
HAMBI_1287	SH-MET-149	HAMBI_1287_plas01_circ	350.59897	347.4264	1	119117	4564.132	119117	418288	3.5115726	HAMBI_1287-SH-MET-149	FALSE
HAMBI_1287	SH-MET-149	HAMBI_1287_plas02_circ	184.1889	182.29385	1	33992	1542.2314	33992	62696	1.844434	HAMBI_1287-SH-MET-149	FALSE
HAMBI_1287	SH-MET-150	HAMBI_1287_chrm01_circ	147.12758	146.62593	1	4579071	621.67615	4579071	6759418	1.4761549	HAMBI_1287-SH-MET-150	FALSE
HAMBI_1287	SH-MET-150	HAMBI_1287_plas01_circ	197.49231	196.53108	1	119117	1088.4584	119117	236250	1.9833441	HAMBI_1287-SH-MET-150	FALSE
HAMBI_1287	SH-MET-150	HAMBI_1287_plas02_circ	144.86568	143.86784	1	33992	901.0566	33992	49402	1.453342	HAMBI_1287-SH-MET-150	FALSE
HAMBI_1287	SH-MET-151	HAMBI_1287_chrm01_circ	136.852	136.39064	1	4579071	517.43964	4579071	6281088	1.3716948	HAMBI_1287-SH-MET-151	FALSE
HAMBI_1287	SH-MET-151	HAMBI_1287_plas01_circ	165.73735	165.02165	1	119117	765.5318	119117	198173	1.6636837	HAMBI_1287-SH-MET-151	FALSE
HAMBI_1287	SH-MET-151	HAMBI_1287_plas02_circ	68.405914	68.04442	1	33992	224.24408	33992	23300	0.6854554	HAMBI_1287-SH-MET-151	FALSE
HAMBI_1287	SH-MET-152	HAMBI_1287_chrm01_circ	124.98058	124.53475	1	4579071	507.4012	4579071	5734697	1.2523713	HAMBI_1287-SH-MET-152	FALSE
HAMBI_1287	SH-MET-152	HAMBI_1287_plas01_circ	127.97966	127.40723	1	119117	508.73828	119117	152977	1.2842584	HAMBI_1287-SH-MET-152	FALSE
HAMBI_1287	SH-MET-152	HAMBI_1287_plas02_circ	73.14417	72.65454	1	33992	252.67989	33992	24930	0.73340786	HAMBI_1287-SH-MET-152	FALSE
HAMBI_1287	SH-MET-153	HAMBI_1287_chrm01_circ	195.34941	193.91336	1	4579071	1166.4974	4579071	8959511	1.956622	HAMBI_1287-SH-MET-153	FALSE
HAMBI_1287	SH-MET-153	HAMBI_1287_plas01_circ	266.52332	264.71793	1	119117	2314.6045	119117	318299	2.6721542	HAMBI_1287-SH-MET-153	FALSE
HAMBI_1287	SH-MET-153	HAMBI_1287_plas02_circ	157.84886	156.85124	1	33992	976.9035	33992	53752	1.5813133	HAMBI_1287-SH-MET-153	FALSE
HAMBI_1287	SH-MET-154	HAMBI_1287_chrm01_circ	311.46744	310.50262	1	4579071	2276.6035	4579071	14312899	3.1257212	HAMBI_1287-SH-MET-154	FALSE
HAMBI_1287	SH-MET-154	HAMBI_1287_plas01_circ	415.18692	413.58322	1	119117	3884.8105	119117	496908	4.171596	HAMBI_1287-SH-MET-154	FALSE
HAMBI_1287	SH-MET-154	HAMBI_1287_plas02_circ	94.12848	93.83919	1	33992	350.81848	33992	32128	0.94516355	HAMBI_1287-SH-MET-154	FALSE
HAMBI_1287	SH-MET-155	HAMBI_1287_chrm01_circ	208.65077	207.93317	1	4579071	1184.4312	4579071	9568122	2.0895333	HAMBI_1287-SH-MET-155	FALSE
HAMBI_1287	SH-MET-155	HAMBI_1287_plas01_circ	195.53955	194.39006	1	119117	1056.7612	119117	233577	1.960904	HAMBI_1287-SH-MET-155	FALSE
HAMBI_1287	SH-MET-155	HAMBI_1287_plas02_circ	141.99725	141.03418	1	33992	788.28217	33992	48370	1.4229819	HAMBI_1287-SH-MET-155	FALSE
