sample	strainID	genus	species	count	count_norm
HAMBI0214	HAMBI_1279	NA	NA	79	72
HAMBI0214	HAMBI_1287	NA	NA	2687	2481
HAMBI0214	HAMBI_1292	NA	NA	1344	1241
HAMBI0214	HAMBI_1299	NA	NA	29	23
HAMBI0214	HAMBI_1842	NA	NA	0	0
HAMBI0214	HAMBI_1896	NA	NA	104	168
HAMBI0214	HAMBI_1923	NA	NA	3070	3307
HAMBI0214	HAMBI_1972	NA	NA	14270	9225
HAMBI0214	HAMBI_1977	NA	NA	955	1234
HAMBI0214	HAMBI_1988	NA	NA	0	0
HAMBI0214	HAMBI_2159	NA	NA	0	0
HAMBI0214	HAMBI_2160	NA	NA	3	6
HAMBI0214	HAMBI_2164	NA	NA	0	0
HAMBI0214	HAMBI_2443	NA	NA	0	0
HAMBI0214	HAMBI_2494	NA	NA	2	3
HAMBI0214	HAMBI_2659	NA	NA	7677	12407
HAMBI0214	HAMBI_2792	NA	NA	0	0
HAMBI0214	HAMBI_3031	NA	NA	0	0
HAMBI0214	HAMBI_3237	NA	NA	0	0
HAMBI0215	HAMBI_0006	NA	NA	6	4
HAMBI0215	HAMBI_0097	NA	NA	0	0
HAMBI0215	HAMBI_0105	NA	NA	1090	1443
HAMBI0215	HAMBI_0262	NA	NA	0	0
HAMBI0215	HAMBI_0403	NA	NA	2180	1283
HAMBI0215	HAMBI_1279	NA	NA	15	11
HAMBI0215	HAMBI_1287	NA	NA	7684	5815
HAMBI0215	HAMBI_1292	NA	NA	561	424
HAMBI0215	HAMBI_1299	NA	NA	2	1
HAMBI0215	HAMBI_1842	NA	NA	0	0
HAMBI0215	HAMBI_1896	NA	NA	3209	4250
HAMBI0215	HAMBI_1923	NA	NA	3867	3414
HAMBI0215	HAMBI_1972	NA	NA	1227	650
HAMBI0215	HAMBI_1977	NA	NA	762	807
HAMBI0215	HAMBI_1988	NA	NA	0	0
HAMBI0215	HAMBI_2159	NA	NA	1	1
HAMBI0215	HAMBI_2160	NA	NA	17	30
HAMBI0215	HAMBI_2164	NA	NA	0	0
HAMBI0215	HAMBI_2443	NA	NA	0	0
HAMBI0215	HAMBI_2494	NA	NA	14	18
HAMBI0215	HAMBI_2659	NA	NA	7635	10112
HAMBI0215	HAMBI_2792	NA	NA	0	0
HAMBI0215	HAMBI_3031	NA	NA	0	0
HAMBI0215	HAMBI_3237	NA	NA	0	0
HAMBI0216	HAMBI_0006	NA	NA	78	60
HAMBI0216	HAMBI_0097	NA	NA	0	0
HAMBI0216	HAMBI_0105	NA	NA	496	669
HAMBI0216	HAMBI_0262	NA	NA	0	0
HAMBI0216	HAMBI_0403	NA	NA	1975	1184
HAMBI0216	HAMBI_1279	NA	NA	33	25
HAMBI0216	HAMBI_1287	NA	NA	4694	3619
HAMBI0216	HAMBI_1292	NA	NA	796	613
HAMBI0216	HAMBI_1299	NA	NA	7	4
HAMBI0216	HAMBI_1842	NA	NA	0	0
HAMBI0216	HAMBI_1896	NA	NA	5	6
HAMBI0216	HAMBI_1923	NA	NA	2544	2288
HAMBI0216	HAMBI_1972	NA	NA	1724	930
HAMBI0216	HAMBI_1977	NA	NA	2181	2354
HAMBI0216	HAMBI_1988	NA	NA	0	0
HAMBI0216	HAMBI_2159	NA	NA	0	0
HAMBI0216	HAMBI_2160	NA	NA	17	30
HAMBI0216	HAMBI_2164	NA	NA	0	0
HAMBI0216	HAMBI_2443	NA	NA	0	0
HAMBI0216	HAMBI_2494	NA	NA	1	1
HAMBI0216	HAMBI_2659	NA	NA	7897	10657
HAMBI0216	HAMBI_2792	NA	NA	0	0
HAMBI0216	HAMBI_3031	NA	NA	0	0
HAMBI0216	HAMBI_3237	NA	NA	0	0
HAMBI0217	HAMBI_0006	NA	NA	163	109
HAMBI0217	HAMBI_0097	NA	NA	0	0
HAMBI0217	HAMBI_0105	NA	NA	661	775
HAMBI0217	HAMBI_0262	NA	NA	0	0
HAMBI0217	HAMBI_0403	NA	NA	84	43
HAMBI0217	HAMBI_1279	NA	NA	5	3
HAMBI0217	HAMBI_1287	NA	NA	3201	2147
HAMBI0217	HAMBI_1292	NA	NA	2375	1593
HAMBI0217	HAMBI_1299	NA	NA	1	0
HAMBI0217	HAMBI_1842	NA	NA	0	0
HAMBI0217	HAMBI_1896	NA	NA	31	36
HAMBI0217	HAMBI_1923	NA	NA	2508	1962
HAMBI0217	HAMBI_1972	NA	NA	351	164
HAMBI0217	HAMBI_1977	NA	NA	3034	2849
HAMBI0217	HAMBI_1988	NA	NA	0	0
HAMBI0217	HAMBI_2159	NA	NA	21	24
HAMBI0217	HAMBI_2160	NA	NA	147	230
HAMBI0217	HAMBI_2164	NA	NA	81	76
HAMBI0217	HAMBI_2443	NA	NA	0	0
HAMBI0217	HAMBI_2494	NA	NA	79	92
HAMBI0217	HAMBI_2659	NA	NA	15136	17767
HAMBI0217	HAMBI_2792	NA	NA	0	0
HAMBI0217	HAMBI_3031	NA	NA	0	0
HAMBI0217	HAMBI_3237	NA	NA	0	0
HAMBI0218	HAMBI_0006	NA	NA	83	55
HAMBI0218	HAMBI_0097	NA	NA	0	0
HAMBI0218	HAMBI_0105	NA	NA	447	524
HAMBI0218	HAMBI_0262	NA	NA	0	0
HAMBI0218	HAMBI_0403	NA	NA	88	45
HAMBI0218	HAMBI_1279	NA	NA	4	2
HAMBI0218	HAMBI_1287	NA	NA	3072	2058
HAMBI0218	HAMBI_1292	NA	NA	1504	1008
HAMBI0218	HAMBI_1299	NA	NA	3	1
HAMBI0218	HAMBI_1842	NA	NA	0	0
HAMBI0218	HAMBI_1896	NA	NA	896	1050
HAMBI0218	HAMBI_1923	NA	NA	2519	1969
HAMBI0218	HAMBI_1972	NA	NA	517	242
HAMBI0218	HAMBI_1977	NA	NA	2125	1993
HAMBI0218	HAMBI_1988	NA	NA	0	0
HAMBI0218	HAMBI_2159	NA	NA	12	14
HAMBI0218	HAMBI_2160	NA	NA	134	209
HAMBI0218	HAMBI_2164	NA	NA	123	115
HAMBI0218	HAMBI_2443	NA	NA	0	0
HAMBI0218	HAMBI_2494	NA	NA	36	42
HAMBI0218	HAMBI_2659	NA	NA	12880	15107
HAMBI0218	HAMBI_2792	NA	NA	0	0
HAMBI0218	HAMBI_3031	NA	NA	0	0
HAMBI0218	HAMBI_3237	NA	NA	0	0
HAMBI0219	HAMBI_0006	NA	NA	5	3
HAMBI0219	HAMBI_0097	NA	NA	0	0
HAMBI0219	HAMBI_0105	NA	NA	681	816
HAMBI0219	HAMBI_0262	NA	NA	0	0
HAMBI0219	HAMBI_0403	NA	NA	123	65
HAMBI0219	HAMBI_1279	NA	NA	3	2
HAMBI0219	HAMBI_1287	NA	NA	2873	1967
HAMBI0219	HAMBI_1292	NA	NA	2345	1605
HAMBI0219	HAMBI_1299	NA	NA	4	2
HAMBI0219	HAMBI_1842	NA	NA	0	0
HAMBI0219	HAMBI_1896	NA	NA	64	76
HAMBI0219	HAMBI_1923	NA	NA	4324	3454
HAMBI0219	HAMBI_1972	NA	NA	372	178
HAMBI0219	HAMBI_1977	NA	NA	2669	2558
HAMBI0219	HAMBI_1988	NA	NA	0	0
HAMBI0219	HAMBI_2159	NA	NA	14	16
HAMBI0219	HAMBI_2160	NA	NA	89	142
HAMBI0219	HAMBI_2164	NA	NA	114	109
HAMBI0219	HAMBI_2443	NA	NA	0	0
HAMBI0219	HAMBI_2494	NA	NA	58	69
HAMBI0219	HAMBI_2659	NA	NA	13463	16132
HAMBI0219	HAMBI_2792	NA	NA	0	0
HAMBI0219	HAMBI_3031	NA	NA	0	0
HAMBI0219	HAMBI_3237	NA	NA	0	0
HAMBI0220	HAMBI_0006	NA	NA	5	3
HAMBI0220	HAMBI_0097	NA	NA	0	0
HAMBI0220	HAMBI_0105	NA	NA	597	695
HAMBI0220	HAMBI_0262	NA	NA	0	0
HAMBI0220	HAMBI_0403	NA	NA	250	129
HAMBI0220	HAMBI_1279	NA	NA	1	0
HAMBI0220	HAMBI_1287	NA	NA	4080	2716
HAMBI0220	HAMBI_1292	NA	NA	871	579
HAMBI0220	HAMBI_1299	NA	NA	0	0
HAMBI0220	HAMBI_1842	NA	NA	0	0
HAMBI0220	HAMBI_1896	NA	NA	524	610
HAMBI0220	HAMBI_1923	NA	NA	1767	1372
HAMBI0220	HAMBI_1972	NA	NA	120	55
HAMBI0220	HAMBI_1977	NA	NA	699	651
HAMBI0220	HAMBI_1988	NA	NA	0	0
HAMBI0220	HAMBI_2159	NA	NA	3	3
HAMBI0220	HAMBI_2160	NA	NA	72	111
HAMBI0220	HAMBI_2164	NA	NA	4	3
HAMBI0220	HAMBI_2443	NA	NA	0	0
HAMBI0220	HAMBI_2494	NA	NA	89	103
HAMBI0220	HAMBI_2659	NA	NA	12386	14429
HAMBI0220	HAMBI_2792	NA	NA	0	0
HAMBI0220	HAMBI_3031	NA	NA	0	0
HAMBI0220	HAMBI_3237	NA	NA	0	0
HAMBI0221	HAMBI_0006	NA	NA	2	1
HAMBI0221	HAMBI_0097	NA	NA	0	0
HAMBI0221	HAMBI_0105	NA	NA	501	615
HAMBI0221	HAMBI_0262	NA	NA	0	0
HAMBI0221	HAMBI_0403	NA	NA	209	114
HAMBI0221	HAMBI_1279	NA	NA	3	2
HAMBI0221	HAMBI_1287	NA	NA	3947	2772
HAMBI0221	HAMBI_1292	NA	NA	540	379
HAMBI0221	HAMBI_1299	NA	NA	2	1
HAMBI0221	HAMBI_1842	NA	NA	0	0
HAMBI0221	HAMBI_1896	NA	NA	680	835
HAMBI0221	HAMBI_1923	NA	NA	2148	1760
HAMBI0221	HAMBI_1972	NA	NA	414	203
HAMBI0221	HAMBI_1977	NA	NA	624	613
HAMBI0221	HAMBI_1988	NA	NA	0	0
HAMBI0221	HAMBI_2159	NA	NA	0	0
HAMBI0221	HAMBI_2160	NA	NA	49	80
HAMBI0221	HAMBI_2164	NA	NA	13	12
HAMBI0221	HAMBI_2443	NA	NA	0	0
HAMBI0221	HAMBI_2494	NA	NA	75	92
HAMBI0221	HAMBI_2659	NA	NA	7508	9229
HAMBI0221	HAMBI_2792	NA	NA	0	0
HAMBI0221	HAMBI_3031	NA	NA	0	0
HAMBI0221	HAMBI_3237	NA	NA	0	0
HAMBI0222	HAMBI_0006	NA	NA	5	3
HAMBI0222	HAMBI_0097	NA	NA	0	0
HAMBI0222	HAMBI_0105	NA	NA	721	881
HAMBI0222	HAMBI_0262	NA	NA	0	0
HAMBI0222	HAMBI_0403	NA	NA	210	114
HAMBI0222	HAMBI_1279	NA	NA	17	11
HAMBI0222	HAMBI_1287	NA	NA	3470	2423
HAMBI0222	HAMBI_1292	NA	NA	550	384
HAMBI0222	HAMBI_1299	NA	NA	9	5
HAMBI0222	HAMBI_1842	NA	NA	0	0
HAMBI0222	HAMBI_1896	NA	NA	368	449
HAMBI0222	HAMBI_1923	NA	NA	1603	1306
HAMBI0222	HAMBI_1972	NA	NA	2036	995
HAMBI0222	HAMBI_1977	NA	NA	550	537
HAMBI0222	HAMBI_1988	NA	NA	0	0
HAMBI0222	HAMBI_2159	NA	NA	1	1
HAMBI0222	HAMBI_2160	NA	NA	25	40
HAMBI0222	HAMBI_2164	NA	NA	0	0
HAMBI0222	HAMBI_2443	NA	NA	0	0
HAMBI0222	HAMBI_2494	NA	NA	58	70
HAMBI0222	HAMBI_2659	NA	NA	10785	13182
HAMBI0222	HAMBI_2792	NA	NA	0	0
HAMBI0222	HAMBI_3031	NA	NA	0	0
HAMBI0222	HAMBI_3237	NA	NA	0	0
HAMBI0223	HAMBI_0006	NA	NA	0	0
HAMBI0223	HAMBI_0097	NA	NA	0	0
HAMBI0223	HAMBI_0105	NA	NA	325	549
HAMBI0223	HAMBI_0262	NA	NA	0	0
HAMBI0223	HAMBI_0403	NA	NA	1073	806
HAMBI0223	HAMBI_1279	NA	NA	46	44
HAMBI0223	HAMBI_1287	NA	NA	1494	1443
HAMBI0223	HAMBI_1292	NA	NA	1534	1482
HAMBI0223	HAMBI_1299	NA	NA	8	6
HAMBI0223	HAMBI_1842	NA	NA	0	0
HAMBI0223	HAMBI_1896	NA	NA	8	13
HAMBI0223	HAMBI_1923	NA	NA	2515	2835
HAMBI0223	HAMBI_1972	NA	NA	13698	9265
HAMBI0223	HAMBI_1977	NA	NA	1504	2034
HAMBI0223	HAMBI_1988	NA	NA	0	0
HAMBI0223	HAMBI_2159	NA	NA	0	0
HAMBI0223	HAMBI_2160	NA	NA	39	87
HAMBI0223	HAMBI_2164	NA	NA	1	1
HAMBI0223	HAMBI_2443	NA	NA	0	0
HAMBI0223	HAMBI_2494	NA	NA	1	1
HAMBI0223	HAMBI_2659	NA	NA	5316	8989
HAMBI0223	HAMBI_2792	NA	NA	0	0
HAMBI0223	HAMBI_3031	NA	NA	0	0
HAMBI0223	HAMBI_3237	NA	NA	0	0
HAMBI0224	HAMBI_0006	NA	NA	76	74
HAMBI0224	HAMBI_0097	NA	NA	0	0
HAMBI0224	HAMBI_0105	NA	NA	420	717
HAMBI0224	HAMBI_0262	NA	NA	0	0
HAMBI0224	HAMBI_0403	NA	NA	1609	1221
HAMBI0224	HAMBI_1279	NA	NA	48	46
HAMBI0224	HAMBI_1287	NA	NA	2276	2221
HAMBI0224	HAMBI_1292	NA	NA	1110	1083
HAMBI0224	HAMBI_1299	NA	NA	7	5
HAMBI0224	HAMBI_1842	NA	NA	0	0
HAMBI0224	HAMBI_1896	NA	NA	4	6
HAMBI0224	HAMBI_1923	NA	NA	4206	4789
HAMBI0224	HAMBI_1972	NA	NA	12476	8524
HAMBI0224	HAMBI_1977	NA	NA	1223	1671
HAMBI0224	HAMBI_1988	NA	NA	0	0
HAMBI0224	HAMBI_2159	NA	NA	0	0
HAMBI0224	HAMBI_2160	NA	NA	16	36
HAMBI0224	HAMBI_2164	NA	NA	0	0
HAMBI0224	HAMBI_2443	NA	NA	0	0
HAMBI0224	HAMBI_2494	NA	NA	25	42
HAMBI0224	HAMBI_2659	NA	NA	4313	7367
HAMBI0224	HAMBI_2792	NA	NA	0	0
HAMBI0224	HAMBI_3031	NA	NA	0	0
HAMBI0224	HAMBI_3237	NA	NA	0	0
HAMBI0225	HAMBI_0006	NA	NA	57	47
HAMBI0225	HAMBI_0097	NA	NA	0	0
HAMBI0225	HAMBI_0105	NA	NA	712	1046
HAMBI0225	HAMBI_0262	NA	NA	0	0
HAMBI0225	HAMBI_0403	NA	NA	1280	836
HAMBI0225	HAMBI_1279	NA	NA	18	15
HAMBI0225	HAMBI_1287	NA	NA	2501	2100
HAMBI0225	HAMBI_1292	NA	NA	3444	2892
HAMBI0225	HAMBI_1299	NA	NA	5	3
HAMBI0225	HAMBI_1842	NA	NA	0	0
HAMBI0225	HAMBI_1896	NA	NA	45	66
HAMBI0225	HAMBI_1923	NA	NA	3731	3656
HAMBI0225	HAMBI_1972	NA	NA	4991	2934
HAMBI0225	HAMBI_1977	NA	NA	3014	3544
HAMBI0225	HAMBI_1988	NA	NA	0	0
HAMBI0225	HAMBI_2159	NA	NA	0	0
HAMBI0225	HAMBI_2160	NA	NA	63	123
HAMBI0225	HAMBI_2164	NA	NA	1	1
HAMBI0225	HAMBI_2443	NA	NA	0	0
HAMBI0225	HAMBI_2494	NA	NA	71	104
HAMBI0225	HAMBI_2659	NA	NA	5450	8010
HAMBI0225	HAMBI_2792	NA	NA	0	0
HAMBI0225	HAMBI_3031	NA	NA	0	0
HAMBI0225	HAMBI_3237	NA	NA	0	0
HAMBI0226	HAMBI_0006	NA	NA	3	2
HAMBI0226	HAMBI_0097	NA	NA	0	0
HAMBI0226	HAMBI_0105	NA	NA	855	1405
HAMBI0226	HAMBI_0262	NA	NA	0	0
HAMBI0226	HAMBI_0403	NA	NA	1932	1411
HAMBI0226	HAMBI_1279	NA	NA	45	42
HAMBI0226	HAMBI_1287	NA	NA	2020	1897
HAMBI0226	HAMBI_1292	NA	NA	1148	1078
HAMBI0226	HAMBI_1299	NA	NA	14	11
HAMBI0226	HAMBI_1842	NA	NA	0	0
HAMBI0226	HAMBI_1896	NA	NA	52	85
HAMBI0226	HAMBI_1923	NA	NA	2335	2558
HAMBI0226	HAMBI_1972	NA	NA	15393	10120
HAMBI0226	HAMBI_1977	NA	NA	1458	1917
HAMBI0226	HAMBI_1988	NA	NA	0	0
HAMBI0226	HAMBI_2159	NA	NA	0	0
HAMBI0226	HAMBI_2160	NA	NA	0	0
HAMBI0226	HAMBI_2164	NA	NA	0	0
HAMBI0226	HAMBI_2443	NA	NA	0	0
HAMBI0226	HAMBI_2494	NA	NA	0	0
HAMBI0226	HAMBI_2659	NA	NA	7340	12064
HAMBI0226	HAMBI_2792	NA	NA	0	0
HAMBI0226	HAMBI_3031	NA	NA	0	0
HAMBI0226	HAMBI_3237	NA	NA	0	0
HAMBI0227	HAMBI_0006	NA	NA	1	0
HAMBI0227	HAMBI_0097	NA	NA	0	0
HAMBI0227	HAMBI_0105	NA	NA	1286	1700
HAMBI0227	HAMBI_0262	NA	NA	0	0
HAMBI0227	HAMBI_0403	NA	NA	1203	706
HAMBI0227	HAMBI_1279	NA	NA	20	15
HAMBI0227	HAMBI_1287	NA	NA	10366	7830
HAMBI0227	HAMBI_1292	NA	NA	606	457
HAMBI0227	HAMBI_1299	NA	NA	7	4
HAMBI0227	HAMBI_1842	NA	NA	0	0
HAMBI0227	HAMBI_1896	NA	NA	3519	4652
HAMBI0227	HAMBI_1923	NA	NA	3072	2707
HAMBI0227	HAMBI_1972	NA	NA	1308	691
HAMBI0227	HAMBI_1977	NA	NA	1247	1318
HAMBI0227	HAMBI_1988	NA	NA	0	0
HAMBI0227	HAMBI_2159	NA	NA	0	0
HAMBI0227	HAMBI_2160	NA	NA	7	12
HAMBI0227	HAMBI_2164	NA	NA	0	0
HAMBI0227	HAMBI_2443	NA	NA	0	0
HAMBI0227	HAMBI_2494	NA	NA	10	13
HAMBI0227	HAMBI_2659	NA	NA	7891	10431
HAMBI0227	HAMBI_2792	NA	NA	0	0
HAMBI0227	HAMBI_3031	NA	NA	0	0
HAMBI0227	HAMBI_3237	NA	NA	0	0
HAMBI0228	HAMBI_0006	NA	NA	38	28
HAMBI0228	HAMBI_0097	NA	NA	0	0
HAMBI0228	HAMBI_0105	NA	NA	576	761
HAMBI0228	HAMBI_0262	NA	NA	0	0
HAMBI0228	HAMBI_0403	NA	NA	621	364
HAMBI0228	HAMBI_1279	NA	NA	29	21
HAMBI0228	HAMBI_1287	NA	NA	4209	3180
HAMBI0228	HAMBI_1292	NA	NA	448	338
HAMBI0228	HAMBI_1299	NA	NA	8	5
HAMBI0228	HAMBI_1842	NA	NA	0	0
HAMBI0228	HAMBI_1896	NA	NA	17	22
HAMBI0228	HAMBI_1923	NA	NA	2229	1964
HAMBI0228	HAMBI_1972	NA	NA	3089	1633
HAMBI0228	HAMBI_1977	NA	NA	2202	2329
HAMBI0228	HAMBI_1988	NA	NA	0	0
HAMBI0228	HAMBI_2159	NA	NA	0	0
HAMBI0228	HAMBI_2160	NA	NA	13	22
HAMBI0228	HAMBI_2164	NA	NA	0	0
HAMBI0228	HAMBI_2443	NA	NA	0	0
HAMBI0228	HAMBI_2494	NA	NA	1	1
HAMBI0228	HAMBI_2659	NA	NA	8702	11506
HAMBI0228	HAMBI_2792	NA	NA	0	0
HAMBI0228	HAMBI_3031	NA	NA	0	0
HAMBI0228	HAMBI_3237	NA	NA	0	0
HAMBI0229	HAMBI_0006	NA	NA	128	92
HAMBI0229	HAMBI_0097	NA	NA	0	0
HAMBI0229	HAMBI_0105	NA	NA	557	704
HAMBI0229	HAMBI_0262	NA	NA	0	0
HAMBI0229	HAMBI_0403	NA	NA	112	62
HAMBI0229	HAMBI_1279	NA	NA	6	4
HAMBI0229	HAMBI_1287	NA	NA	8120	5865
HAMBI0229	HAMBI_1292	NA	NA	2689	1942
HAMBI0229	HAMBI_1299	NA	NA	0	0
HAMBI0229	HAMBI_1842	NA	NA	0	0
HAMBI0229	HAMBI_1896	NA	NA	12	15
HAMBI0229	HAMBI_1923	NA	NA	2889	2434
HAMBI0229	HAMBI_1972	NA	NA	326	164
HAMBI0229	HAMBI_1977	NA	NA	1828	1848
HAMBI0229	HAMBI_1988	NA	NA	0	0
HAMBI0229	HAMBI_2159	NA	NA	12	15
HAMBI0229	HAMBI_2160	NA	NA	208	350
HAMBI0229	HAMBI_2164	NA	NA	73	73
HAMBI0229	HAMBI_2443	NA	NA	0	0
HAMBI0229	HAMBI_2494	NA	NA	25	31
HAMBI0229	HAMBI_2659	NA	NA	12792	16170
HAMBI0229	HAMBI_2792	NA	NA	0	0
HAMBI0229	HAMBI_3031	NA	NA	0	0
HAMBI0229	HAMBI_3237	NA	NA	0	0
HAMBI0230	HAMBI_0006	NA	NA	108	79
HAMBI0230	HAMBI_0097	NA	NA	0	0
HAMBI0230	HAMBI_0105	NA	NA	605	777
HAMBI0230	HAMBI_0262	NA	NA	0	0
HAMBI0230	HAMBI_0403	NA	NA	202	115
HAMBI0230	HAMBI_1279	NA	NA	14	10
HAMBI0230	HAMBI_1287	NA	NA	8827	6485
HAMBI0230	HAMBI_1292	NA	NA	3030	2226
HAMBI0230	HAMBI_1299	NA	NA	7	4
HAMBI0230	HAMBI_1842	NA	NA	0	0
HAMBI0230	HAMBI_1896	NA	NA	712	915
HAMBI0230	HAMBI_1923	NA	NA	4756	4076
HAMBI0230	HAMBI_1972	NA	NA	982	505
HAMBI0230	HAMBI_1977	NA	NA	2391	2459
HAMBI0230	HAMBI_1988	NA	NA	0	0
HAMBI0230	HAMBI_2159	NA	NA	20	25
HAMBI0230	HAMBI_2160	NA	NA	218	373
HAMBI0230	HAMBI_2164	NA	NA	102	104
HAMBI0230	HAMBI_2443	NA	NA	0	0
HAMBI0230	HAMBI_2494	NA	NA	15	19
HAMBI0230	HAMBI_2659	NA	NA	13333	17142
HAMBI0230	HAMBI_2792	NA	NA	0	0
HAMBI0230	HAMBI_3031	NA	NA	0	0
HAMBI0230	HAMBI_3237	NA	NA	0	0
HAMBI0231	HAMBI_0006	NA	NA	1	0
HAMBI0231	HAMBI_0097	NA	NA	0	0
HAMBI0231	HAMBI_0105	NA	NA	427	562
HAMBI0231	HAMBI_0262	NA	NA	0	0
HAMBI0231	HAMBI_0403	NA	NA	162	94
HAMBI0231	HAMBI_1279	NA	NA	3	2
HAMBI0231	HAMBI_1287	NA	NA	8796	6619
HAMBI0231	HAMBI_1292	NA	NA	2832	2131
HAMBI0231	HAMBI_1299	NA	NA	4	2
HAMBI0231	HAMBI_1842	NA	NA	0	0
HAMBI0231	HAMBI_1896	NA	NA	13	17
HAMBI0231	HAMBI_1923	NA	NA	3806	3341
HAMBI0231	HAMBI_1972	NA	NA	206	108
HAMBI0231	HAMBI_1977	NA	NA	2180	2296
HAMBI0231	HAMBI_1988	NA	NA	0	0
HAMBI0231	HAMBI_2159	NA	NA	13	17
HAMBI0231	HAMBI_2160	NA	NA	127	223
HAMBI0231	HAMBI_2164	NA	NA	79	83
HAMBI0231	HAMBI_2443	NA	NA	0	0
HAMBI0231	HAMBI_2494	NA	NA	15	19
HAMBI0231	HAMBI_2659	NA	NA	9917	13060
HAMBI0231	HAMBI_2792	NA	NA	0	0
HAMBI0231	HAMBI_3031	NA	NA	0	0
HAMBI0231	HAMBI_3237	NA	NA	0	0
HAMBI0232	HAMBI_0006	NA	NA	1	0
HAMBI0232	HAMBI_0097	NA	NA	0	0
HAMBI0232	HAMBI_0105	NA	NA	618	724
HAMBI0232	HAMBI_0262	NA	NA	0	0
HAMBI0232	HAMBI_0403	NA	NA	220	114
HAMBI0232	HAMBI_1279	NA	NA	5	3
HAMBI0232	HAMBI_1287	NA	NA	3962	2653
HAMBI0232	HAMBI_1292	NA	NA	942	630
HAMBI0232	HAMBI_1299	NA	NA	1	0
HAMBI0232	HAMBI_1842	NA	NA	0	0
HAMBI0232	HAMBI_1896	NA	NA	1087	1273
HAMBI0232	HAMBI_1923	NA	NA	1983	1549
HAMBI0232	HAMBI_1972	NA	NA	284	133
HAMBI0232	HAMBI_1977	NA	NA	440	412
HAMBI0232	HAMBI_1988	NA	NA	0	0
HAMBI0232	HAMBI_2159	NA	NA	1	1
HAMBI0232	HAMBI_2160	NA	NA	48	74
HAMBI0232	HAMBI_2164	NA	NA	5	4
HAMBI0232	HAMBI_2443	NA	NA	0	0
HAMBI0232	HAMBI_2494	NA	NA	101	118
HAMBI0232	HAMBI_2659	NA	NA	11657	13660
HAMBI0232	HAMBI_2792	NA	NA	0	0
HAMBI0232	HAMBI_3031	NA	NA	0	0
HAMBI0232	HAMBI_3237	NA	NA	0	0
HAMBI0233	HAMBI_0006	NA	NA	0	0
HAMBI0233	HAMBI_0097	NA	NA	0	0
HAMBI0233	HAMBI_0105	NA	NA	525	635
HAMBI0233	HAMBI_0262	NA	NA	0	0
HAMBI0233	HAMBI_0403	NA	NA	238	128
HAMBI0233	HAMBI_1279	NA	NA	2	1
HAMBI0233	HAMBI_1287	NA	NA	4128	2854
HAMBI0233	HAMBI_1292	NA	NA	594	410
HAMBI0233	HAMBI_1299	NA	NA	2	1
HAMBI0233	HAMBI_1842	NA	NA	0	0
HAMBI0233	HAMBI_1896	NA	NA	735	889
HAMBI0233	HAMBI_1923	NA	NA	1919	1548
HAMBI0233	HAMBI_1972	NA	NA	108	52
HAMBI0233	HAMBI_1977	NA	NA	277	268
HAMBI0233	HAMBI_1988	NA	NA	0	0
HAMBI0233	HAMBI_2159	NA	NA	1	1
HAMBI0233	HAMBI_2160	NA	NA	37	59
HAMBI0233	HAMBI_2164	NA	NA	40	38
HAMBI0233	HAMBI_2443	NA	NA	0	0
HAMBI0233	HAMBI_2494	NA	NA	20	24
HAMBI0233	HAMBI_2659	NA	NA	8150	9862
HAMBI0233	HAMBI_2792	NA	NA	0	0
HAMBI0233	HAMBI_3031	NA	NA	0	0
HAMBI0233	HAMBI_3237	NA	NA	0	0
HAMBI0234	HAMBI_0006	NA	NA	1	0
HAMBI0234	HAMBI_0097	NA	NA	0	0
HAMBI0234	HAMBI_0105	NA	NA	588	721
HAMBI0234	HAMBI_0262	NA	NA	0	0
HAMBI0234	HAMBI_0403	NA	NA	170	92
HAMBI0234	HAMBI_1279	NA	NA	11	7
HAMBI0234	HAMBI_1287	NA	NA	3151	2210
HAMBI0234	HAMBI_1292	NA	NA	598	419
HAMBI0234	HAMBI_1299	NA	NA	4	2
HAMBI0234	HAMBI_1842	NA	NA	0	0
HAMBI0234	HAMBI_1896	NA	NA	712	873
HAMBI0234	HAMBI_1923	NA	NA	1663	1360
HAMBI0234	HAMBI_1972	NA	NA	1504	738
HAMBI0234	HAMBI_1977	NA	NA	393	385
HAMBI0234	HAMBI_1988	NA	NA	0	0
HAMBI0234	HAMBI_2159	NA	NA	1	1
HAMBI0234	HAMBI_2160	NA	NA	35	57
HAMBI0234	HAMBI_2164	NA	NA	4	3
HAMBI0234	HAMBI_2443	NA	NA	0	0
HAMBI0234	HAMBI_2494	NA	NA	62	76
HAMBI0234	HAMBI_2659	NA	NA	8546	10490
HAMBI0234	HAMBI_2792	NA	NA	0	0
HAMBI0234	HAMBI_3031	NA	NA	0	0
HAMBI0234	HAMBI_3237	NA	NA	0	0
HAMBI0235	HAMBI_0006	NA	NA	9	8
HAMBI0235	HAMBI_0097	NA	NA	0	0
HAMBI0235	HAMBI_0105	NA	NA	310	529
HAMBI0235	HAMBI_0262	NA	NA	0	0
HAMBI0235	HAMBI_0403	NA	NA	795	603
HAMBI0235	HAMBI_1279	NA	NA	25	24
HAMBI0235	HAMBI_1287	NA	NA	1390	1355
HAMBI0235	HAMBI_1292	NA	NA	1770	1726
HAMBI0235	HAMBI_1299	NA	NA	2	1
HAMBI0235	HAMBI_1842	NA	NA	0	0
