sample	strainID	genus	species	count	count_norm
HAMBI0256	HAMBI_2160	NA	NA	175	274
HAMBI0256	HAMBI_2164	NA	NA	12	11
HAMBI0256	HAMBI_2443	NA	NA	0	0
HAMBI0256	HAMBI_2494	NA	NA	76	89
HAMBI0256	HAMBI_2659	NA	NA	9802	11549
HAMBI0256	HAMBI_2792	NA	NA	0	0
HAMBI0256	HAMBI_3031	NA	NA	0	0
HAMBI0256	HAMBI_3237	NA	NA	0	0
HAMBI0257	HAMBI_0006	NA	NA	1	0
HAMBI0257	HAMBI_0097	NA	NA	0	0
HAMBI0257	HAMBI_0105	NA	NA	493	613
HAMBI0257	HAMBI_0262	NA	NA	0	0
HAMBI0257	HAMBI_0403	NA	NA	152	84
HAMBI0257	HAMBI_1279	NA	NA	8	5
HAMBI0257	HAMBI_1287	NA	NA	2839	2017
HAMBI0257	HAMBI_1292	NA	NA	1044	742
HAMBI0257	HAMBI_1299	NA	NA	3	1
HAMBI0257	HAMBI_1842	NA	NA	0	0
HAMBI0257	HAMBI_1896	NA	NA	1215	1511
HAMBI0257	HAMBI_1923	NA	NA	1890	1567
HAMBI0257	HAMBI_1972	NA	NA	1124	559
HAMBI0257	HAMBI_1977	NA	NA	216	214
HAMBI0257	HAMBI_1988	NA	NA	0	0
HAMBI0257	HAMBI_2159	NA	NA	2	2
HAMBI0257	HAMBI_2160	NA	NA	102	169
HAMBI0257	HAMBI_2164	NA	NA	47	46
HAMBI0257	HAMBI_2443	NA	NA	0	0
HAMBI0257	HAMBI_2494	NA	NA	16	19
HAMBI0257	HAMBI_2659	NA	NA	6547	8142
HAMBI0257	HAMBI_2792	NA	NA	0	0
HAMBI0257	HAMBI_3031	NA	NA	0	0
HAMBI0257	HAMBI_3237	NA	NA	0	0
HAMBI0258	HAMBI_0006	NA	NA	0	0
HAMBI0258	HAMBI_0097	NA	NA	0	0
HAMBI0258	HAMBI_0105	NA	NA	683	864
HAMBI0258	HAMBI_0262	NA	NA	0	0
HAMBI0258	HAMBI_0403	NA	NA	187	105
HAMBI0258	HAMBI_1279	NA	NA	11	7
HAMBI0258	HAMBI_1287	NA	NA	2450	1772
HAMBI0258	HAMBI_1292	NA	NA	650	470
HAMBI0258	HAMBI_1299	NA	NA	8	5
HAMBI0258	HAMBI_1842	NA	NA	0	0
HAMBI0258	HAMBI_1896	NA	NA	2082	2636
HAMBI0258	HAMBI_1923	NA	NA	2292	1935
HAMBI0258	HAMBI_1972	NA	NA	2744	1389
HAMBI0258	HAMBI_1977	NA	NA	347	351
HAMBI0258	HAMBI_1988	NA	NA	0	0
HAMBI0258	HAMBI_2159	NA	NA	1	1
HAMBI0258	HAMBI_2160	NA	NA	55	92
HAMBI0258	HAMBI_2164	NA	NA	0	0
HAMBI0258	HAMBI_2443	NA	NA	0	0
HAMBI0258	HAMBI_2494	NA	NA	70	88
HAMBI0258	HAMBI_2659	NA	NA	6973	8830
HAMBI0258	HAMBI_2792	NA	NA	0	0
HAMBI0258	HAMBI_3031	NA	NA	0	0
HAMBI0258	HAMBI_3237	NA	NA	0	0
HAMBI0259	HAMBI_0006	NA	NA	3	2
HAMBI0259	HAMBI_0097	NA	NA	0	0
HAMBI0259	HAMBI_0105	NA	NA	394	652
HAMBI0259	HAMBI_0262	NA	NA	0	0
HAMBI0259	HAMBI_0403	NA	NA	356	261
HAMBI0259	HAMBI_1279	NA	NA	24	22
HAMBI0259	HAMBI_1287	NA	NA	933	882
HAMBI0259	HAMBI_1292	NA	NA	2108	1994
HAMBI0259	HAMBI_1299	NA	NA	2	1
HAMBI0259	HAMBI_1842	NA	NA	0	0
HAMBI0259	HAMBI_1896	NA	NA	294	486
HAMBI0259	HAMBI_1923	NA	NA	2342	2585
HAMBI0259	HAMBI_1972	NA	NA	12500	8279
HAMBI0259	HAMBI_1977	NA	NA	1671	2213
HAMBI0259	HAMBI_1988	NA	NA	0	0
HAMBI0259	HAMBI_2159	NA	NA	0	0
HAMBI0259	HAMBI_2160	NA	NA	20	44
HAMBI0259	HAMBI_2164	NA	NA	0	0
HAMBI0259	HAMBI_2443	NA	NA	0	0
HAMBI0259	HAMBI_2494	NA	NA	6	9
HAMBI0259	HAMBI_2659	NA	NA	4901	8115
HAMBI0259	HAMBI_2792	NA	NA	0	0
HAMBI0259	HAMBI_3031	NA	NA	0	0
HAMBI0259	HAMBI_3237	NA	NA	0	0
HAMBI0260	HAMBI_0006	NA	NA	4	3
HAMBI0260	HAMBI_0097	NA	NA	0	0
HAMBI0260	HAMBI_0105	NA	NA	271	451
HAMBI0260	HAMBI_0262	NA	NA	0	0
HAMBI0260	HAMBI_0403	NA	NA	431	319
HAMBI0260	HAMBI_1279	NA	NA	27	25
HAMBI0260	HAMBI_1287	NA	NA	1905	1813
HAMBI0260	HAMBI_1292	NA	NA	2838	2701
HAMBI0260	HAMBI_1299	NA	NA	4	3
HAMBI0260	HAMBI_1842	NA	NA	0	0
HAMBI0260	HAMBI_1896	NA	NA	26	43
HAMBI0260	HAMBI_1923	NA	NA	3631	4032
HAMBI0260	HAMBI_1972	NA	NA	9450	6296
HAMBI0260	HAMBI_1977	NA	NA	1424	1897
HAMBI0260	HAMBI_1988	NA	NA	0	0
HAMBI0260	HAMBI_2159	NA	NA	0	0
HAMBI0260	HAMBI_2160	NA	NA	20	44
HAMBI0260	HAMBI_2164	NA	NA	0	0
HAMBI0260	HAMBI_2443	NA	NA	0	0
HAMBI0260	HAMBI_2494	NA	NA	48	79
HAMBI0260	HAMBI_2659	NA	NA	3557	5924
HAMBI0260	HAMBI_2792	NA	NA	0	0
HAMBI0260	HAMBI_3031	NA	NA	0	0
HAMBI0260	HAMBI_3237	NA	NA	0	0
HAMBI0261	HAMBI_0006	NA	NA	7	5
HAMBI0261	HAMBI_0097	NA	NA	0	0
HAMBI0261	HAMBI_0105	NA	NA	394	587
HAMBI0261	HAMBI_0262	NA	NA	0	0
HAMBI0261	HAMBI_0403	NA	NA	369	244
HAMBI0261	HAMBI_1279	NA	NA	25	21
HAMBI0261	HAMBI_1287	NA	NA	4034	3439
HAMBI0261	HAMBI_1292	NA	NA	4827	4115
HAMBI0261	HAMBI_1299	NA	NA	6	4
HAMBI0261	HAMBI_1842	NA	NA	0	0
HAMBI0261	HAMBI_1896	NA	NA	171	255
HAMBI0261	HAMBI_1923	NA	NA	3303	3285
HAMBI0261	HAMBI_1972	NA	NA	3269	1950
HAMBI0261	HAMBI_1977	NA	NA	1888	2253
HAMBI0261	HAMBI_1988	NA	NA	0	0
HAMBI0261	HAMBI_2159	NA	NA	0	0
HAMBI0261	HAMBI_2160	NA	NA	136	270
HAMBI0261	HAMBI_2164	NA	NA	0	0
HAMBI0261	HAMBI_2443	NA	NA	0	0
HAMBI0261	HAMBI_2494	NA	NA	40	59
HAMBI0261	HAMBI_2659	NA	NA	4016	5991
HAMBI0261	HAMBI_2792	NA	NA	0	0
HAMBI0261	HAMBI_3031	NA	NA	0	0
HAMBI0261	HAMBI_3237	NA	NA	0	0
HAMBI0262	HAMBI_0006	NA	NA	4	3
HAMBI0262	HAMBI_0097	NA	NA	0	0
HAMBI0262	HAMBI_0105	NA	NA	503	772
HAMBI0262	HAMBI_0262	NA	NA	0	0
HAMBI0262	HAMBI_0403	NA	NA	249	169
HAMBI0262	HAMBI_1279	NA	NA	29	25
HAMBI0262	HAMBI_1287	NA	NA	1700	1491
HAMBI0262	HAMBI_1292	NA	NA	1626	1426
HAMBI0262	HAMBI_1299	NA	NA	15	11
HAMBI0262	HAMBI_1842	NA	NA	0	0
HAMBI0262	HAMBI_1896	NA	NA	744	1142
HAMBI0262	HAMBI_1923	NA	NA	1994	2041
HAMBI0262	HAMBI_1972	NA	NA	10974	6741
HAMBI0262	HAMBI_1977	NA	NA	1779	2185
HAMBI0262	HAMBI_1988	NA	NA	0	0
HAMBI0262	HAMBI_2159	NA	NA	0	0
HAMBI0262	HAMBI_2160	NA	NA	53	108
HAMBI0262	HAMBI_2164	NA	NA	0	0
HAMBI0262	HAMBI_2443	NA	NA	0	0
HAMBI0262	HAMBI_2494	NA	NA	4	6
HAMBI0262	HAMBI_2659	NA	NA	6621	10167
HAMBI0262	HAMBI_2792	NA	NA	0	0
HAMBI0262	HAMBI_3031	NA	NA	0	0
HAMBI0262	HAMBI_3237	NA	NA	0	0
HAMBI0263	HAMBI_0006	NA	NA	1	0
HAMBI0263	HAMBI_0097	NA	NA	0	0
HAMBI0263	HAMBI_0105	NA	NA	985	1264
HAMBI0263	HAMBI_0262	NA	NA	0	0
HAMBI0263	HAMBI_0403	NA	NA	368	210
HAMBI0263	HAMBI_1279	NA	NA	8	5
HAMBI0263	HAMBI_1287	NA	NA	6970	5114
HAMBI0263	HAMBI_1292	NA	NA	1361	998
HAMBI0263	HAMBI_1299	NA	NA	4	2
HAMBI0263	HAMBI_1842	NA	NA	0	0
HAMBI0263	HAMBI_1896	NA	NA	2873	3689
HAMBI0263	HAMBI_1923	NA	NA	1842	1576
HAMBI0263	HAMBI_1972	NA	NA	638	327
HAMBI0263	HAMBI_1977	NA	NA	656	673
HAMBI0263	HAMBI_1988	NA	NA	0	0
HAMBI0263	HAMBI_2159	NA	NA	0	0
HAMBI0263	HAMBI_2160	NA	NA	196	335
HAMBI0263	HAMBI_2164	NA	NA	0	0
HAMBI0263	HAMBI_2443	NA	NA	0	0
HAMBI0263	HAMBI_2494	NA	NA	14	17
HAMBI0263	HAMBI_2659	NA	NA	5976	7673
HAMBI0263	HAMBI_2792	NA	NA	0	0
HAMBI0263	HAMBI_3031	NA	NA	0	0
HAMBI0263	HAMBI_3237	NA	NA	0	0
HAMBI0264	HAMBI_0006	NA	NA	0	0
HAMBI0264	HAMBI_0097	NA	NA	0	0
HAMBI0264	HAMBI_0105	NA	NA	500	678
HAMBI0264	HAMBI_0262	NA	NA	0	0
HAMBI0264	HAMBI_0403	NA	NA	147	88
HAMBI0264	HAMBI_1279	NA	NA	15	11
HAMBI0264	HAMBI_1287	NA	NA	2212	1715
HAMBI0264	HAMBI_1292	NA	NA	753	584
HAMBI0264	HAMBI_1299	NA	NA	5	3
HAMBI0264	HAMBI_1842	NA	NA	0	0
HAMBI0264	HAMBI_1896	NA	NA	14	19
HAMBI0264	HAMBI_1923	NA	NA	2397	2169
HAMBI0264	HAMBI_1972	NA	NA	4043	2195
HAMBI0264	HAMBI_1977	NA	NA	1668	1811
HAMBI0264	HAMBI_1988	NA	NA	0	0
HAMBI0264	HAMBI_2159	NA	NA	0	0
HAMBI0264	HAMBI_2160	NA	NA	1	1
HAMBI0264	HAMBI_2164	NA	NA	0	0
HAMBI0264	HAMBI_2443	NA	NA	0	0
HAMBI0264	HAMBI_2494	NA	NA	0	0
HAMBI0264	HAMBI_2659	NA	NA	6925	9400
HAMBI0264	HAMBI_2792	NA	NA	0	0
HAMBI0264	HAMBI_3031	NA	NA	0	0
HAMBI0264	HAMBI_3237	NA	NA	0	0
HAMBI0265	HAMBI_0006	NA	NA	286	200
HAMBI0265	HAMBI_0097	NA	NA	0	0
HAMBI0265	HAMBI_0105	NA	NA	601	735
HAMBI0265	HAMBI_0262	NA	NA	0	0
HAMBI0265	HAMBI_0403	NA	NA	540	293
HAMBI0265	HAMBI_1279	NA	NA	13	9
HAMBI0265	HAMBI_1287	NA	NA	2754	1927
HAMBI0265	HAMBI_1292	NA	NA	897	627
HAMBI0265	HAMBI_1299	NA	NA	4	2
HAMBI0265	HAMBI_1842	NA	NA	0	0
HAMBI0265	HAMBI_1896	NA	NA	80	97
HAMBI0265	HAMBI_1923	NA	NA	2377	1940
HAMBI0265	HAMBI_1972	NA	NA	1527	747
HAMBI0265	HAMBI_1977	NA	NA	2768	2711
HAMBI0265	HAMBI_1988	NA	NA	0	0
HAMBI0265	HAMBI_2159	NA	NA	16	19
HAMBI0265	HAMBI_2160	NA	NA	459	749
HAMBI0265	HAMBI_2164	NA	NA	85	83
HAMBI0265	HAMBI_2443	NA	NA	0	0
HAMBI0265	HAMBI_2494	NA	NA	15	18
HAMBI0265	HAMBI_2659	NA	NA	10050	12306
HAMBI0265	HAMBI_2792	NA	NA	0	0
HAMBI0265	HAMBI_3031	NA	NA	0	0
HAMBI0265	HAMBI_3237	NA	NA	0	0
HAMBI0266	HAMBI_0006	NA	NA	181	128
HAMBI0266	HAMBI_0097	NA	NA	0	0
HAMBI0266	HAMBI_0105	NA	NA	555	691
HAMBI0266	HAMBI_0262	NA	NA	0	0
HAMBI0266	HAMBI_0403	NA	NA	198	109
HAMBI0266	HAMBI_1279	NA	NA	20	14
HAMBI0266	HAMBI_1287	NA	NA	3132	2228
HAMBI0266	HAMBI_1292	NA	NA	1609	1145
HAMBI0266	HAMBI_1299	NA	NA	9	5
HAMBI0266	HAMBI_1842	NA	NA	0	0
HAMBI0266	HAMBI_1896	NA	NA	526	655
HAMBI0266	HAMBI_1923	NA	NA	1602	1330
HAMBI0266	HAMBI_1972	NA	NA	2611	1300
HAMBI0266	HAMBI_1977	NA	NA	2625	2615
HAMBI0266	HAMBI_1988	NA	NA	0	0
HAMBI0266	HAMBI_2159	NA	NA	14	17
HAMBI0266	HAMBI_2160	NA	NA	369	612
HAMBI0266	HAMBI_2164	NA	NA	115	114
HAMBI0266	HAMBI_2443	NA	NA	0	0
HAMBI0266	HAMBI_2494	NA	NA	20	24
HAMBI0266	HAMBI_2659	NA	NA	10564	13156
HAMBI0266	HAMBI_2792	NA	NA	0	0
HAMBI0266	HAMBI_3031	NA	NA	0	0
HAMBI0266	HAMBI_3237	NA	NA	0	0
HAMBI0267	HAMBI_0006	NA	NA	9	6
HAMBI0267	HAMBI_0097	NA	NA	0	0
HAMBI0267	HAMBI_0105	NA	NA	631	765
HAMBI0267	HAMBI_0262	NA	NA	0	0
HAMBI0267	HAMBI_0403	NA	NA	431	232
HAMBI0267	HAMBI_1279	NA	NA	11	7
HAMBI0267	HAMBI_1287	NA	NA	3106	2153
HAMBI0267	HAMBI_1292	NA	NA	1394	966
HAMBI0267	HAMBI_1299	NA	NA	6	3
HAMBI0267	HAMBI_1842	NA	NA	1	1
HAMBI0267	HAMBI_1896	NA	NA	98	118
HAMBI0267	HAMBI_1923	NA	NA	2362	1910
HAMBI0267	HAMBI_1972	NA	NA	1463	709
HAMBI0267	HAMBI_1977	NA	NA	2341	2272
HAMBI0267	HAMBI_1988	NA	NA	0	0
HAMBI0267	HAMBI_2159	NA	NA	25	30
HAMBI0267	HAMBI_2160	NA	NA	301	486
HAMBI0267	HAMBI_2164	NA	NA	115	111
HAMBI0267	HAMBI_2443	NA	NA	0	0
HAMBI0267	HAMBI_2494	NA	NA	14	16
HAMBI0267	HAMBI_2659	NA	NA	11793	14307
HAMBI0267	HAMBI_2792	NA	NA	0	0
HAMBI0267	HAMBI_3031	NA	NA	0	0
HAMBI0267	HAMBI_3237	NA	NA	0	0
HAMBI0268	HAMBI_0006	NA	NA	3	2
HAMBI0268	HAMBI_0097	NA	NA	0	0
HAMBI0268	HAMBI_0105	NA	NA	513	667
HAMBI0268	HAMBI_0262	NA	NA	0	0
HAMBI0268	HAMBI_0403	NA	NA	259	149
HAMBI0268	HAMBI_1279	NA	NA	31	23
HAMBI0268	HAMBI_1287	NA	NA	3580	2663
HAMBI0268	HAMBI_1292	NA	NA	2261	1682
HAMBI0268	HAMBI_1299	NA	NA	13	8
HAMBI0268	HAMBI_1842	NA	NA	0	0
HAMBI0268	HAMBI_1896	NA	NA	1065	1386
HAMBI0268	HAMBI_1923	NA	NA	2007	1742
HAMBI0268	HAMBI_1972	NA	NA	3148	1639
HAMBI0268	HAMBI_1977	NA	NA	538	560
HAMBI0268	HAMBI_1988	NA	NA	0	0
HAMBI0268	HAMBI_2159	NA	NA	2	2
HAMBI0268	HAMBI_2160	NA	NA	144	249
HAMBI0268	HAMBI_2164	NA	NA	9	9
HAMBI0268	HAMBI_2443	NA	NA	0	0
HAMBI0268	HAMBI_2494	NA	NA	49	63
HAMBI0268	HAMBI_2659	NA	NA	9171	11941
HAMBI0268	HAMBI_2792	NA	NA	0	0
HAMBI0268	HAMBI_3031	NA	NA	0	0
HAMBI0268	HAMBI_3237	NA	NA	0	0
HAMBI0269	HAMBI_0006	NA	NA	0	0
HAMBI0269	HAMBI_0097	NA	NA	0	0
HAMBI0269	HAMBI_0105	NA	NA	434	577
HAMBI0269	HAMBI_0262	NA	NA	0	0
HAMBI0269	HAMBI_0403	NA	NA	129	76
HAMBI0269	HAMBI_1279	NA	NA	26	19
HAMBI0269	HAMBI_1287	NA	NA	3927	2984
HAMBI0269	HAMBI_1292	NA	NA	1009	766
HAMBI0269	HAMBI_1299	NA	NA	7	4
HAMBI0269	HAMBI_1842	NA	NA	0	0
HAMBI0269	HAMBI_1896	NA	NA	970	1290
HAMBI0269	HAMBI_1923	NA	NA	1641	1455
HAMBI0269	HAMBI_1972	NA	NA	2472	1315
HAMBI0269	HAMBI_1977	NA	NA	212	225
HAMBI0269	HAMBI_1988	NA	NA	0	0
HAMBI0269	HAMBI_2159	NA	NA	3	3
HAMBI0269	HAMBI_2160	NA	NA	123	218
HAMBI0269	HAMBI_2164	NA	NA	49	52
HAMBI0269	HAMBI_2443	NA	NA	0	0
HAMBI0269	HAMBI_2494	NA	NA	2	2
HAMBI0269	HAMBI_2659	NA	NA	6095	8106
HAMBI0269	HAMBI_2792	NA	NA	0	0
HAMBI0269	HAMBI_3031	NA	NA	0	0
HAMBI0269	HAMBI_3237	NA	NA	0	0
HAMBI0270	HAMBI_0006	NA	NA	1	0
HAMBI0270	HAMBI_0097	NA	NA	0	0
HAMBI0270	HAMBI_0105	NA	NA	587	756
HAMBI0270	HAMBI_0262	NA	NA	0	0
HAMBI0270	HAMBI_0403	NA	NA	164	93
HAMBI0270	HAMBI_1279	NA	NA	20	14
HAMBI0270	HAMBI_1287	NA	NA	5042	3712
HAMBI0270	HAMBI_1292	NA	NA	619	455
HAMBI0270	HAMBI_1299	NA	NA	9	5
HAMBI0270	HAMBI_1842	NA	NA	0	0
HAMBI0270	HAMBI_1896	NA	NA	1697	2186
HAMBI0270	HAMBI_1923	NA	NA	1595	1370
HAMBI0270	HAMBI_1972	NA	NA	1838	947
HAMBI0270	HAMBI_1977	NA	NA	417	429
HAMBI0270	HAMBI_1988	NA	NA	0	0
HAMBI0270	HAMBI_2159	NA	NA	3	3
HAMBI0270	HAMBI_2160	NA	NA	34	58
HAMBI0270	HAMBI_2164	NA	NA	0	0
HAMBI0270	HAMBI_2443	NA	NA	0	0
HAMBI0270	HAMBI_2494	NA	NA	55	70
HAMBI0270	HAMBI_2659	NA	NA	6833	8805
HAMBI0270	HAMBI_2792	NA	NA	0	0
HAMBI0270	HAMBI_3031	NA	NA	0	0
HAMBI0270	HAMBI_3237	NA	NA	0	0
HAMBI0271	HAMBI_0006	NA	NA	1	0
HAMBI0271	HAMBI_0097	NA	NA	0	0
HAMBI0271	HAMBI_0105	NA	NA	306	497
HAMBI0271	HAMBI_0262	NA	NA	0	0
HAMBI0271	HAMBI_0403	NA	NA	317	229
HAMBI0271	HAMBI_1279	NA	NA	20	18
HAMBI0271	HAMBI_1287	NA	NA	1298	1206
HAMBI0271	HAMBI_1292	NA	NA	2517	2338
HAMBI0271	HAMBI_1299	NA	NA	7	5
HAMBI0271	HAMBI_1842	NA	NA	0	0
HAMBI0271	HAMBI_1896	NA	NA	815	1325
HAMBI0271	HAMBI_1923	NA	NA	1560	1691
HAMBI0271	HAMBI_1972	NA	NA	10880	7077
HAMBI0271	HAMBI_1977	NA	NA	1832	2383
HAMBI0271	HAMBI_1988	NA	NA	0	0
HAMBI0271	HAMBI_2159	NA	NA	1	1
HAMBI0271	HAMBI_2160	NA	NA	54	117
HAMBI0271	HAMBI_2164	NA	NA	2	2
HAMBI0271	HAMBI_2443	NA	NA	0	0
HAMBI0271	HAMBI_2494	NA	NA	6	9
HAMBI0271	HAMBI_2659	NA	NA	4328	7038
HAMBI0271	HAMBI_2792	NA	NA	0	0
HAMBI0271	HAMBI_3031	NA	NA	0	0
HAMBI0271	HAMBI_3237	NA	NA	0	0
HAMBI0272	HAMBI_0006	NA	NA	0	0
HAMBI0272	HAMBI_0097	NA	NA	0	0
HAMBI0272	HAMBI_0105	NA	NA	231	392
HAMBI0272	HAMBI_0262	NA	NA	0	0
HAMBI0272	HAMBI_0403	NA	NA	368	277
HAMBI0272	HAMBI_1279	NA	NA	23	22
HAMBI0272	HAMBI_1287	NA	NA	2089	2028
HAMBI0272	HAMBI_1292	NA	NA	3055	2967
HAMBI0272	HAMBI_1299	NA	NA	14	11
HAMBI0272	HAMBI_1842	NA	NA	0	0
HAMBI0272	HAMBI_1896	NA	NA	6	10
HAMBI0272	HAMBI_1923	NA	NA	3169	3590
HAMBI0272	HAMBI_1972	NA	NA	9786	6653
HAMBI0272	HAMBI_1977	NA	NA	1857	2524
HAMBI0272	HAMBI_1988	NA	NA	0	0
HAMBI0272	HAMBI_2159	NA	NA	0	0
HAMBI0272	HAMBI_2160	NA	NA	1	2
HAMBI0272	HAMBI_2164	NA	NA	0	0
HAMBI0272	HAMBI_2443	NA	NA	0	0
HAMBI0272	HAMBI_2494	NA	NA	58	98
HAMBI0272	HAMBI_2659	NA	NA	2968	5044
HAMBI0272	HAMBI_2792	NA	NA	0	0
HAMBI0272	HAMBI_3031	NA	NA	0	0
HAMBI0272	HAMBI_3237	NA	NA	0	0
HAMBI0273	HAMBI_0006	NA	NA	4	3
HAMBI0273	HAMBI_0097	NA	NA	0	0
HAMBI0273	HAMBI_0105	NA	NA	365	555
HAMBI0273	HAMBI_0262	NA	NA	0	0
HAMBI0273	HAMBI_0403	NA	NA	345	233
HAMBI0273	HAMBI_1279	NA	NA	34	29
HAMBI0273	HAMBI_1287	NA	NA	3538	3077
HAMBI0273	HAMBI_1292	NA	NA	4434	3856
HAMBI0273	HAMBI_1299	NA	NA	10	7
HAMBI0273	HAMBI_1842	NA	NA	0	0
HAMBI0273	HAMBI_1896	NA	NA	229	348
HAMBI0273	HAMBI_1923	NA	NA	3126	3172
HAMBI0273	HAMBI_1972	NA	NA	4381	2667
HAMBI0273	HAMBI_1977	NA	NA	2203	2682
HAMBI0273	HAMBI_1988	NA	NA	0	0
HAMBI0273	HAMBI_2159	NA	NA	0	0
HAMBI0273	HAMBI_2160	NA	NA	79	160
HAMBI0273	HAMBI_2164	NA	NA	0	0
HAMBI0273	HAMBI_2443	NA	NA	0	0
HAMBI0273	HAMBI_2494	NA	NA	51	77
HAMBI0273	HAMBI_2659	NA	NA	3688	5613
HAMBI0273	HAMBI_2792	NA	NA	0	0
HAMBI0273	HAMBI_3031	NA	NA	0	0
HAMBI0273	HAMBI_3237	NA	NA	0	0
HAMBI0274	HAMBI_0006	NA	NA	4	3
HAMBI0274	HAMBI_0097	NA	NA	0	0
HAMBI0274	HAMBI_0105	NA	NA	295	474
HAMBI0274	HAMBI_0262	NA	NA	0	0
HAMBI0274	HAMBI_0403	NA	NA	152	108
HAMBI0274	HAMBI_1279	NA	NA	15	13
HAMBI0274	HAMBI_1287	NA	NA	697	641
HAMBI0274	HAMBI_1292	NA	NA	1601	1472
HAMBI0274	HAMBI_1299	NA	NA	3	2
HAMBI0274	HAMBI_1842	NA	NA	0	0
HAMBI0274	HAMBI_1896	NA	NA	751	1208
HAMBI0274	HAMBI_1923	NA	NA	1590	1706
HAMBI0274	HAMBI_1972	NA	NA	11105	7150
HAMBI0274	HAMBI_1977	NA	NA	1897	2442
HAMBI0274	HAMBI_1988	NA	NA	0	0
HAMBI0274	HAMBI_2159	NA	NA	0	0
HAMBI0274	HAMBI_2160	NA	NA	0	0
HAMBI0274	HAMBI_2164	NA	NA	0	0
HAMBI0274	HAMBI_2443	NA	NA	0	0
HAMBI0274	HAMBI_2494	NA	NA	0	0
HAMBI0274	HAMBI_2659	NA	NA	4730	7614
HAMBI0274	HAMBI_2792	NA	NA	0	0
HAMBI0274	HAMBI_3031	NA	NA	0	0
HAMBI0274	HAMBI_3237	NA	NA	0	0
HAMBI0275	HAMBI_0006	NA	NA	3	2
HAMBI0275	HAMBI_0097	NA	NA	0	0
HAMBI0275	HAMBI_0105	NA	NA	919	1169
HAMBI0275	HAMBI_0262	NA	NA	0	0
HAMBI0275	HAMBI_0403	NA	NA	313	176
HAMBI0275	HAMBI_1279	NA	NA	18	13
HAMBI0275	HAMBI_1287	NA	NA	5797	4214
HAMBI0275	HAMBI_1292	NA	NA	1795	1305
HAMBI0275	HAMBI_1299	NA	NA	7	4
HAMBI0275	HAMBI_1842	NA	NA	0	0
HAMBI0275	HAMBI_1896	NA	NA	2906	3697
HAMBI0275	HAMBI_1923	NA	NA	2007	1702
HAMBI0275	HAMBI_1972	NA	NA	1064	541
HAMBI0275	HAMBI_1977	NA	NA	1017	1035
HAMBI0275	HAMBI_1988	NA	NA	0	0
HAMBI0275	HAMBI_2159	NA	NA	0	0
HAMBI0275	HAMBI_2160	NA	NA	308	522
HAMBI0275	HAMBI_2164	NA	NA	0	0
HAMBI0275	HAMBI_2443	NA	NA	0	0
HAMBI0275	HAMBI_2494	NA	NA	11	13
HAMBI0275	HAMBI_2659	NA	NA	6487	8253
HAMBI0275	HAMBI_2792	NA	NA	0	0
HAMBI0275	HAMBI_3031	NA	NA	0	0
HAMBI0275	HAMBI_3237	NA	NA	0	0
HAMBI0276	HAMBI_0006	NA	NA	0	0
HAMBI0276	HAMBI_0097	NA	NA	0	0
HAMBI0276	HAMBI_0105	NA	NA	345	487
HAMBI0276	HAMBI_0262	NA	NA	0	0
HAMBI0276	HAMBI_0403	NA	NA	384	241
HAMBI0276	HAMBI_1279	NA	NA	15	12
HAMBI0276	HAMBI_1287	NA	NA	1535	1240
HAMBI0276	HAMBI_1292	NA	NA	1436	1160
HAMBI0276	HAMBI_1299	NA	NA	7	4
HAMBI0276	HAMBI_1842	NA	NA	0	0
HAMBI0276	HAMBI_1896	NA	NA	36	50
HAMBI0276	HAMBI_1923	NA	NA	2145	2021
HAMBI0276	HAMBI_1972	NA	NA	5036	2848
HAMBI0276	HAMBI_1977	NA	NA	1672	1891
HAMBI0276	HAMBI_1988	NA	NA	0	0
HAMBI0276	HAMBI_2159	NA	NA	0	0
HAMBI0276	HAMBI_2160	NA	NA	1	1
HAMBI0276	HAMBI_2164	NA	NA	0	0
HAMBI0276	HAMBI_2443	NA	NA	0	0
HAMBI0276	HAMBI_2494	NA	NA	0	0
HAMBI0276	HAMBI_2659	NA	NA	6404	9054
HAMBI0276	HAMBI_2792	NA	NA	0	0
HAMBI0276	HAMBI_3031	NA	NA	0	0
HAMBI0276	HAMBI_3237	NA	NA	0	0
HAMBI0277	HAMBI_0006	NA	NA	6	5
HAMBI0277	HAMBI_0097	NA	NA	3	2
HAMBI0277	HAMBI_0105	NA	NA	2	3
HAMBI0277	HAMBI_0262	NA	NA	0	0
HAMBI0277	HAMBI_0403	NA	NA	240	186
HAMBI0277	HAMBI_1279	NA	NA	99	98
HAMBI0277	HAMBI_1287	NA	NA	4967	4949
HAMBI0277	HAMBI_1292	NA	NA	3799	3785
HAMBI0277	HAMBI_1299	NA	NA	18	15
HAMBI0277	HAMBI_1842	NA	NA	1	1
HAMBI0277	HAMBI_1896	NA	NA	0	0
HAMBI0277	HAMBI_1923	NA	NA	1050	1220
HAMBI0277	HAMBI_1972	NA	NA	10349	7218
HAMBI0277	HAMBI_1977	NA	NA	3969	5536
HAMBI0277	HAMBI_1988	NA	NA	0	0
HAMBI0277	HAMBI_2159	NA	NA	1	1
HAMBI0277	HAMBI_2160	NA	NA	1	2
HAMBI0277	HAMBI_2164	NA	NA	0	0
HAMBI0277	HAMBI_2443	NA	NA	0	0
HAMBI0277	HAMBI_2494	NA	NA	0	0
HAMBI0277	HAMBI_2659	NA	NA	1984	3459
